formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
2	C11H15NO8S	[M - H]-	C11H14NO8S-	Amino acids and Peptides	0.643	Fatty amides	0.090	N-acyl amines	0.044	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.982	Carboxylic acid derivatives	0.986	Carboxylic acid amides	0.964	Secondary carboxylic acid amides	0.688	Organic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Sulfonyls; Organosulfonic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	320.043	193	3.219	731535614043347258	731535568220574838	731535568220574838_UNKNOWN_M320T194_NEG	
3	C7H19N3O5S3	[M - H]-	C7H18N3O5S3-	Amino acids and Peptides	0.142	Ornithine alkaloids	0.098	Polyamines	0.184	Organic acids and derivatives	0.999	Organic sulfonic acids and derivatives	0.994	Organosulfonic acids and derivatives	0.993	Alkanesulfonic acids and derivatives	0.995	Alkanesulfonic acids	0.996	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Sulfonyls; Organosulfonic acids; Amines; Alkanesulfonic acids and derivatives; Sulfenyl compounds; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	320.043	193	3.219	731535614043347259	731535568220574838	731535568220574838_UNKNOWN_M320T194_NEG	
4	C12H19NO3S3	[M - H]-	C12H18NO3S3-	Amino acids and Peptides	0.128	Fatty amides	0.086	N-acyl amines	0.035	Organic acids and derivatives	0.998	Organic sulfonic acids and derivatives	0.996	Organosulfonic acids and derivatives	0.996	Alkanesulfonic acids and derivatives	0.991	Alkanesulfonic acids	0.993	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Sulfonyls; Organosulfonic acids; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	320.043	193	3.219	731535614043347260	731535568220574838	731535568220574838_UNKNOWN_M320T194_NEG	
1	C9H9NO2	[M - H]-	C9H8NO2-	Amino acids and Peptides	0.478	Phenylpropanoids (C6-C3)	0.979	Cinnamic acid amides	0.760	Phenylpropanoids and polyketides	0.667	Cinnamic acids and derivatives	0.635					Cinnamic acids and derivatives	0.635	Organic compounds; Styrenes; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxamic acids; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	162.056	196	3.272	731535603117184326	731535564596695758	731535564596695758_UNKNOWN_M162T227_NEG	
2	C6H10FNO3	[M - H]-	C6H9FNO3-	Amino acids and Peptides	0.674	Small peptides	0.459	Aminoacids	0.567	Organic acids and derivatives	0.927	Carboxylic acids and derivatives	0.882	Amino acids, peptides, and analogues	0.634	Amino acids and derivatives	0.634	Amino acids and derivatives	0.634	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Monocarboxylic acids and derivatives; Organofluorides; Carbonyl compounds; Amines; Alkyl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	162.056	196	3.272	731535603117184325	731535564596695758	731535564596695758_UNKNOWN_M162T227_NEG	
1	C8H10O4	[M - H]-	C8H9O4-	Fatty acids	0.950	Fatty Acids and Conjugates	0.860	Dicarboxylic acids	0.908	Organic acids and derivatives	0.995	Keto acids and derivatives	0.715	Medium-chain keto acids and derivatives	0.569			Medium-chain keto acids and derivatives	0.569	Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Keto acids and derivatives; Carboxylic acids; Medium-chain keto acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	169.051	196	3.273	731535606283884072	731535565171315474	731535565171315474_UNKNOWN_M169T249_NEG	
1	C8H10O4	[M - H]-	C8H9O4-	Fatty acids	0.950	Fatty Acids and Conjugates	0.860	Dicarboxylic acids	0.908	Organic acids and derivatives	0.995	Keto acids and derivatives	0.715	Medium-chain keto acids and derivatives	0.569			Medium-chain keto acids and derivatives	0.569	Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Keto acids and derivatives; Carboxylic acids; Medium-chain keto acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	169.051	196	3.273	731535625305054848	731535565204869910	731535565204869910_UNKNOWN_M169T334_NEG	
1	C8H6O4	[M - H]-	C8H5O4-	Shikimates and Phenylpropanoids	0.950	Phenolic acids (C6-C1)	0.948	Simple phenolic acids	0.937	Benzenoids	0.989	Benzene and substituted derivatives	0.872	Benzoyl derivatives	0.649			Benzoyl derivatives	0.649	Organic compounds; Ketones; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Keto acids and derivatives; Alpha-keto acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	165.019	198	3.295	731535606422296120	731535564869325550	731535564869325550_UNKNOWN_M165T199_NEG	
1	C7H5NO4	[M - H]-	C7H4NO4-	Shikimates and Phenylpropanoids	0.420	Phenolic acids (C6-C1)	0.096	Simple phenolic acids	0.003	Benzenoids	0.998	Benzene and substituted derivatives	0.985	Nitrobenzenes	0.983	Nitrobenzaldehydes	0.969	Nitrobenzaldehydes	0.969	Organic compounds; Nitrobenzenes; Aldehydes; Phenols; Nitrophenols; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Organic nitro compounds; Benzaldehydes; Organic oxoazanium compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl-aldehydes; Organic cations; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydroxybenzaldehydes; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Nitrobenzaldehydes; Organic nitrogen compounds; Chemical entities	166.015	200	3.328	731535603775690098	731535565074846470	731535565074846470_UNKNOWN_M166T399_NEG	
2	C4H8ClN2O3	[M - H]-	C4H7ClN2O3-	Alkaloids	0.328	Nicotinic acid alkaloids	0.078	Pyridine alkaloids	0.076	Organic 1,3-dipolar compounds	0.993	Allyl-type 1,3-dipolar organic compounds	0.993	Organic nitro compounds	0.991	C-nitro compounds	0.986	Nitroaromatic compounds	0.846	Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Organic nitro compounds; Organic oxoazanium compounds; Organochlorides; Aryl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	166.015	200	3.328	731535603775690099	731535565074846470	731535565074846470_UNKNOWN_M166T399_NEG	
1	C8H9N4O2	[M - H]-	C8H8N4O2-	Alkaloids	0.379	Histidine alkaloids	0.270	Imidazole alkaloids	0.270	Organic acids and derivatives	0.841	Carboxylic acids and derivatives	0.762	Amino acids, peptides, and analogues	0.770	Amino acids and derivatives	0.770	Amino acids and derivatives	0.770	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Aminopyrimidines and derivatives; Diazines; Amines; Primary amines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	192.067	201	3.350	731535604597773743	731535566517687210	731535566517687210_UNKNOWN_M192T251_NEG	
2	C5H12ClN5O	[M - H]-	C5H11ClN5O-	Alkaloids	0.495	Histidine alkaloids	0.134	Imidazole alkaloids	0.133	Organoheterocyclic compounds	1.000	Triazines	0.552	Aminotriazines	0.597			Aminotriazines	0.597	Organic compounds; Organoheterocyclic compounds; Triazines; Organohalogen compounds; Organonitrogen compounds; Aryl chlorides; Organochlorides; Aminotriazines; Amines; Primary amines; Aryl halides; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	192.067	201	3.350	731535604597773744	731535566517687210	731535566517687210_UNKNOWN_M192T251_NEG	
1	C8H8O3	[M - H]-	C8H7O3-	Shikimates and Phenylpropanoids	0.876	Phenolic acids (C6-C1)	0.824	Simple phenolic acids	0.499	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.895	Aldehydes	0.921	Hydroxybenzaldehydes	0.896	Organic compounds; Aldehydes; Phenols; Organic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Benzaldehydes; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl-aldehydes; Organic oxides; Hydroxybenzaldehydes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	151.040	202	3.375	731535626689175328	731535564017881738	731535564017881738_UNKNOWN_M151T220_NEG	
2	C5H9FO4	[M - H]-	C5H8FO4-	Fatty acids	0.258	Fatty Acids and Conjugates	0.232	Halogenated fatty acids	0.495	Organic acids and derivatives	0.744	Carboxylic acids and derivatives	0.708	Carboxylic acids	0.710			Carboxylic acids	0.710	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	151.040	202	3.375	731535626689175329	731535564017881738	731535564017881738_UNKNOWN_M151T220_NEG	
1	C5H8O2	[M - H]-	C5H7O2-	Fatty acids	0.988	Fatty Acids and Conjugates	0.709	Unsaturated fatty acids	0.515	Organic oxygen compounds	0.992	Organooxygen compounds	0.994	Carbonyl compounds	0.863			Carbonyl compounds	0.863	Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	99.045	208	3.463	731535625623822004	731535558716280934	731535558716280934_UNKNOWN_M99T203_NEG	
1	C4H8N2O2P	[M - H]-	C4H7N2O2P-	Alkaloids	0.603	Ornithine alkaloids	0.574	Polyamines	0.630	Organic acids and derivatives	0.560	Carboxylic acids and derivatives	0.505					Carboxylic acids and derivatives	0.505	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Monoalkylamines; Carbonyl compounds; Dialkylamines; Amines; Secondary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	146.025	208	3.464	731535626932445004	731535563271295534	731535563271295534_UNKNOWN_M146T204_NEG	
1	C2H5MgN5	[M - H]-	C2H4MgN5-	Alkaloids	0.906	Histidine alkaloids	0.749	Imidazole alkaloids	0.746	Organoheterocyclic compounds	0.995	Azoles	0.983	Triazoles	0.538			Triazoles	0.538	Organic compounds; Organoheterocyclic compounds; Triazoles; Organonitrogen compounds; Azoles; Amines; Primary amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	122.033	209	3.488	731535601863087343	731535561279000918	731535561279000918_UNKNOWN_M122T309_NEG	
1	C2H5MgN5	[M - H]-	C2H4MgN5-	Alkaloids	0.906	Histidine alkaloids	0.749	Imidazole alkaloids	0.746	Organoheterocyclic compounds	0.995	Azoles	0.983	Triazoles	0.538			Triazoles	0.538	Organic compounds; Organoheterocyclic compounds; Triazoles; Organonitrogen compounds; Azoles; Amines; Primary amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	122.033	209	3.488	731535601921807605	731535561354498398	731535561354498398_UNKNOWN_M122T122_NEG	
1	C6H12ClO6P	[M - H]-	C6H11ClO6P-	Fatty acids	0.991	Fatty Acids and Conjugates	0.959	Hydroxy fatty acids	0.635	Lipids and lipid-like molecules	0.747	Fatty Acyls	0.734	Fatty acids and conjugates	0.783	Halogenated fatty acids	0.629	Halogenated fatty acids	0.629	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organohalogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hydroxy acids and derivatives; Halogenated fatty acids; Alkyl chlorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Secondary alcohols; Carbonyl compounds; Halohydrins; Chlorohydrins; Alkyl halides; Alkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	244.998	210	3.493	731535611824560139	731535567591429158	731535567591429158_UNKNOWN_M245T390_NEG	
2	C6H14O4S3	[M - H]-	C6H13O4S3-	Fatty acids	1.000	Fatty Acids and Conjugates	0.811	Thia fatty acids	0.919	Lipids and lipid-like molecules	0.740	Fatty Acyls	0.816	Fatty acids and conjugates	0.739			Fatty acids and conjugates	0.739	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Thioethers; Carboxylic acids; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	244.998	210	3.493	731535611824560140	731535567591429158	731535567591429158_UNKNOWN_M245T390_NEG	
3	C7H12Cl2O5	[M - H]-	C7H11Cl2O5-	Fatty acids	0.996	Fatty Acids and Conjugates	0.984	Hydroxy fatty acids	0.561	Lipids and lipid-like molecules	0.943	Fatty Acyls	0.957	Fatty acids and conjugates	0.944	Branched fatty acids	0.553	Branched fatty acids	0.553	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organohalogen compounds; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Halogenated fatty acids; Alkyl chlorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organochlorides; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Halohydrins; Chlorohydrins; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	244.998	210	3.493	731535611824560141	731535567591429158	731535567591429158_UNKNOWN_M245T390_NEG	
4	C5H10O9S	[M - H]-	C5H9O9S-	Fatty acids	0.814	Fatty Acids and Conjugates	0.673	Monosaccharides	0.313	Organic acids and derivatives	0.997	Hydroxy acids and derivatives	0.592	Alpha hydroxy acids and derivatives	0.655			Alpha hydroxy acids and derivatives	0.655	Organic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Hydroxy acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Thia fatty acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	244.998	210	3.493	731535611824560142	731535567591429158	731535567591429158_UNKNOWN_M245T390_NEG	
